Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL3425984;;;334.32;0;1.22;(+)-4;CO[C@@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@@H]1O;IC50;'=';17800.0;nM;4.75;;;UO_0000065;14.21;0.27;3.53;4.37;0;CHEMBL3428611;Inhibition of human recombinant COX2 pre-incubated for 15 mins followed by addition of heme and fluorometric substrate and further incubated for 15 mins in presence of arachidonic acid by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3425477;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;17.8
CHEMBL3425983;;;348.35;0;1.61;(-)-3;CCO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O;IC50;'=';8600.0;nM;5.07;;;UO_0000065;14.54;0.28;3.46;4.66;0;CHEMBL3428611;Inhibition of human recombinant COX2 pre-incubated for 15 mins followed by addition of heme and fluorometric substrate and further incubated for 15 mins in presence of arachidonic acid by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3425477;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;8.6
CHEMBL3425978;;;348.35;0;1.61;(+)-1;CCO[C@@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@@H]1O;IC50;'=';2520.0;nM;5.60;;;UO_0000065;16.07;0.31;3.99;5.15;0;CHEMBL3428611;Inhibition of human recombinant COX2 pre-incubated for 15 mins followed by addition of heme and fluorometric substrate and further incubated for 15 mins in presence of arachidonic acid by fluorescence based assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3425477;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;2.52
CHEMBL4456497;;;443.55;0;3.57;3b-2;CCOC(=O)CSc1nnc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(C)cc2)n1;IC50;'=';10100.0;nM;5.00;;;UO_0000065;11.26;0.23;1.43;5.04;0;CHEMBL4329394;Inhibition of recombinant human COX2 assessed as decrease in PGE2 release after 10 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4325906;1;Scientific Literature;Eur J Med Chem;2019;;;;;10.1
CHEMBL52019;;;408.85;1;5.36;20e;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl;IC50;'=';19.0;nM;7.72;;;UO_0000065;18.89;0.39;2.36;17.80;0;CHEMBL762917;In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1129066;1;Scientific Literature;J Med Chem;1996;;;;;0.019
CHEMBL29766;;;385.34;0;3.34;C34;NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1;IC50;'=';1.7;nM;8.77;;;UO_0000065;22.76;0.46;5.43;11.25;1;CHEMBL769648;Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1135018;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;0.0017
CHEMBL151128;;;315.39;0;2.74;17 (LM-1669);CCc1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1;IC50;'=';12000.0;nM;4.92;;;UO_0000065;;;;;0;CHEMBL664080;Tested in vitro for inhibition of cyclooxygenase-2 in human blood assay;F;BAO_0000019;assay format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136059;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;12.0
CHEMBL54412;;;361.82;0;4.46;17b;NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1;IC50;'=';17.0;nM;7.77;;;UO_0000065;21.47;0.44;3.31;12.91;0;CHEMBL762917;In vitro inhibitory activity against human recombinant prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1129066;1;Scientific Literature;J Med Chem;1996;;;;;0.017
CHEMBL314297;;;360.43;0;4.85;53;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3F)CC3(CC3)C2)cc1;IC50;'=';22.0;nM;7.66;;;UO_0000065;21.25;0.42;2.81;22.43;0;CHEMBL768965;Inhibitory activity against prostaglandin G/H synthase 2 (COX-2).;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1129290;1;Scientific Literature;J Med Chem;1996;;;;;0.022
CHEMBL3623737;;;339.29;1;5.79;2c;O=C(O)c1cccc(Nc2ccc(S(F)(F)(F)(F)F)cc2)c1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL3626244;Inhibition of COX2 (unknown origin) using arachidonic acid substrate by colorimetric assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3621079;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;100.0
CHEMBL122;ROFECOXIB;4.0;314.36;0;2.56;3 (rofecoxib);CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1;IC50;'=';830.0;nM;6.08;;;UO_0000065;;;;;0;CHEMBL664080;Tested in vitro for inhibition of cyclooxygenase-2 in human blood assay;F;BAO_0000019;assay format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136059;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;0.83
CHEMBL596692;;;279.24;0;2.54;9c;O=C(O)Cc1ccc(-c2ccn(C(F)F)c(=O)c2)cc1;IC50;'=';890.0;nM;6.05;;;UO_0000065;21.67;0.41;3.51;10.20;0;CHEMBL1074165;Inhibition of human recombinant COX2 by enzyme immuno assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1159082;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.89
CHEMBL358210;;;315.39;0;2.74;9;CCc1cc(C(=O)c2ccccc2)ccc1/C=C/S(N)(=O)=O;IC50;'=';5600.0;nM;5.25;;;UO_0000065;;;;;0;CHEMBL665716;In vitro inhibition of PGE-2 generation by LPS-stimulated monocytes isolated from human blood.;F;BAO_0000019;assay format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136059;1;Scientific Literature;Bioorg Med Chem Lett;2002;;;;;5.6
CHEMBL4285920;;;445.94;0;4.91;3b;O=c1c2ccccc2nc(SCc2cn(-c3ccc(Cl)cc3)nn2)n1-c1ccccc1;IC50;'=';190.0;nM;6.72;;;UO_0000065;15.07;0.30;1.81;10.25;0;CHEMBL4254481;Inhibition of recombinant human COX2 assessed as reduction in PGF2alpha production using arachidonic acid as substrate by colorimetric method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4251628;1;Scientific Literature;Eur J Med Chem;2018;;;;;0.19
CHEMBL4288714;;;520.41;2;6.10;4g;COc1ccc(-c2cc(CSc3nc4ccccc4c(=O)n3-c3ccc(Br)cc3)on2)cc1;IC50;'=';560.0;nM;6.25;;;UO_0000065;12.01;0.26;0.15;8.91;0;CHEMBL4254481;Inhibition of recombinant human COX2 assessed as reduction in PGF2alpha production using arachidonic acid as substrate by colorimetric method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4251628;1;Scientific Literature;Eur J Med Chem;2018;;;;;0.56
CHEMBL5174073;;;382.85;0;4.47;1b;COc1ccc2cc(C(C)C(=O)O/N=C(\N)c3ccc(Cl)cc3)ccc2c1;IC50;'=';6.4;nM;8.19;;;UO_0000065;21.40;0.41;3.72;11.09;0;CHEMBL5543490;Inhibition of COX-2 (unknown origin) by Enzyme immune assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5543066;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;6.4
CHEMBL5572235;;;378.43;0;3.82;1c;COc1ccc(/C(N)=N/OC(=O)C(C)c2ccc3cc(OC)ccc3c2)cc1;IC50;'=';6.4;nM;8.19;;;UO_0000065;21.65;0.40;4.37;9.86;0;CHEMBL5543490;Inhibition of COX-2 (unknown origin) by Enzyme immune assay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5543066;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;6.4
CHEMBL5574465;;;493.52;0;3.66;41a;CN(C)c1ccc(/C=C/C(=O)c2cc(-n3cc(CN4C(=O)C(=O)c5ccccc54)nn3)ccc2O)cc1;IC50;'=';1410.0;nM;5.85;;;UO_0000065;11.86;0.22;2.19;5.39;0;CHEMBL5543504;Inhibition of human recombinant COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5543066;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;1.41
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;2;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';1000.0;nM;6.00;;;UO_0000065;15.73;0.32;2.49;7.69;1;CHEMBL665720;In vitro inhibitory potency against human COX-2 (HWB COX-2) by whole blood assay;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132677;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;1.0
CHEMBL1080405;;;345.35;0;3.65;15j;CCc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1;IC50;'=';240.0;nM;6.62;;;UO_0000065;19.17;0.39;2.97;9.31;0;CHEMBL1106771;Inhibition of COX2 in LPS-stimulated human whole blood assessed as PGE2 production by enzyme immunoassay;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1154327;1;Scientific Literature;J Med Chem;2009;;;;;0.24
CHEMBL66435;;;379.44;0;3.17;6b;CS(=O)(=O)c1ccc(-c2cc(CO[N+](=O)[O-])nn2C2CCCCC2)cc1;IC50;'=';400.0;nM;6.40;;;UO_0000065;16.86;0.34;3.23;6.13;0;CHEMBL760083;Compound was evaluated for inhibition concentration of prostaglandin G/H synthase 2 in human blood;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1149153;1;Scientific Literature;J Med Chem;2004;;;;;0.4
CHEMBL157820;;;373.43;0;3.67;16;CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cccc(F)c2)cc1;IC50;'=';22.0;nM;7.66;;;UO_0000065;20.51;0.42;3.99;11.90;0;CHEMBL769656;Tested in vitro for the ability to inhibit Prostaglandin G/H synthase 2 in chinese hamster ovary (CHO) cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1129864;1;Scientific Literature;Bioorg Med Chem Lett;1997;CHEMBL3308072;;;;0.022
CHEMBL2087937;;;367.43;0;2.07;3c;NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1;IC50;'=';63000.0;nM;4.20;;;UO_0000065;11.43;0.24;2.13;4.54;0;CHEMBL2091105;Inhibition of human recombinant COX2 assessed as inhibition of PGF2alpha production from PGH2 by enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2086241;1;Scientific Literature;Eur J Med Chem;2012;;;;;63.0
CHEMBL2087938;;;363.46;0;2.24;3d;Cc1ccc(C2SCC(=O)N2Nc2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';24500.0;nM;4.61;;;UO_0000065;12.69;0.26;2.37;4.98;0;CHEMBL2091105;Inhibition of human recombinant COX2 assessed as inhibition of PGF2alpha production from PGH2 by enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2086241;1;Scientific Literature;Eur J Med Chem;2012;;;;;24.5
CHEMBL2087944;;;416.45;0;3.71;4e;CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1;IC50;'=';37800.0;nM;4.42;;;UO_0000065;10.62;0.22;0.71;6.65;0;CHEMBL2091105;Inhibition of human recombinant COX2 assessed as inhibition of PGF2alpha production from PGH2 by enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2086241;1;Scientific Literature;Eur J Med Chem;2012;;;;;37.8
CHEMBL26829;;;562.45;2;7.03;9d;COc1ccc2c(c1)c(Cc1nc(-c3ccc([N+](=O)[O-])cc3)cs1)c(C)n2C(=O)c1ccc(Br)cc1;IC50;'=';7.0;nM;8.15;;;UO_0000065;14.50;0.31;1.12;9.35;0;CHEMBL769647;Inhibitory concentration against human recombinant Prostaglandin G/H synthase 2 cloned and expressed in baculovirus (Sf9);B;BAO_0000219;cell-based format;;;;Sf9;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134068;1;Scientific Literature;Bioorg Med Chem Lett;2001;CHEMBL3308860;;;;7.0
CHEMBL24009;;;348.37;0;3.64;7;CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1;IC50;'=';15.0;nM;7.82;;;UO_0000065;22.46;0.45;4.18;15.28;0;CHEMBL658503;In vitro potency against human Prostaglandin G/H synthase 2 in transfected CHO cells.;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132626;1;Scientific Literature;J Med Chem;1999;CHEMBL3308072;;;;0.015
CHEMBL45139;;;396.39;0;3.97;50;COc1ccccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1;IC50;'=';794.33;nM;6.10;;;UO_0000065;15.39;0.31;2.13;9.97;0;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;6.1
CHEMBL55072;;;393.39;0;4.09;194;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1F;IC50;'=';12.88;nM;7.89;;;UO_0000065;20.06;0.40;3.80;11.37;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;7.89
CHEMBL144281;;;216.69;0;2.55;39;CSc1ccccc1OC(=O)CCl;IC50;'=';360000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL760085;Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1131194;1;Scientific Literature;J Med Chem;1998;;;;;360.0
CHEMBL4075687;;;266.30;0;2.76;56;NCc1c(-c2ccccc2)c(C(=O)O)c2ccccn12;IC50;'=';14910.0;nM;4.83;;;UO_0000065;18.12;0.33;2.07;7.13;0;CHEMBL4044390;Inhibition of human COX-2 preincubated for 5 mins followed by arachidonic acid substrate addition by colorimetric enzyme immunoassay;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4043103;1;Scientific Literature;Bioorg Med Chem;2017;;;;;14.91
CHEMBL279552;;;443.95;1;6.34;29;CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccccc2F)cc1;IC50;'=';10.0;nM;8.00;;;UO_0000065;18.02;0.38;1.66;17.01;0;CHEMBL665714;Inhibition of human cyclooxygenase-2 (hCOX-2) enzyme.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132704;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;0.01
CHEMBL6;INDOMETHACIN;4.0;357.79;0;3.93;Indomethacin;COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1;IC50;'=';900.0;nM;6.05;;;UO_0000065;16.90;0.33;2.12;8.82;1;CHEMBL856204;Inhibitory activity against Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1133620;1;Scientific Literature;J Med Chem;2000;;;;;0.9
CHEMBL39521;;;442.68;1;7.01;1;C=C[C@@H]1[C@@H](O)C[C@@H]2[C@]3(CC[C@]4(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]24C)C[C@]13CCC(=O)O;IC50;'=';4700.0;nM;5.33;;;UO_0000065;12.04;0.23;-1.68;9.26;0;CHEMBL765775;Inhibitory concentration against Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;Stenostomum acutatum;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134097;1;Scientific Literature;Bioorg Med Chem Lett;2001;;;;;4.7
CHEMBL4067927;;;481.33;1;7.36;11l;CC1(C)Oc2cc(C#Cc3cc(Cl)ccc3F)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21;IC50;'=';9880.0;nM;5.00;;;UO_0000065;;;;;0;CHEMBL4029861;Inhibition of recombinant human N-terminal His-tagged COX2 expressed in baculovirus infected Sf21 insect cells assessed as decrease in PGE2 release using arachidonic acid as substrate preincubated for 15 mins followed by arachidonic acid addition measured after 5 mins;A;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4028818;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;9.88
CHEMBL4069833;;;488.87;1;7.73;9;CC1(C)Oc2cc(-c3cccc(OC(F)(F)F)c3)ccc2-c2[nH]c(-c3c(F)cccc3Cl)nc21;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL4029861;Inhibition of recombinant human N-terminal His-tagged COX2 expressed in baculovirus infected Sf21 insect cells assessed as decrease in PGE2 release using arachidonic acid as substrate preincubated for 15 mins followed by arachidonic acid addition measured after 5 mins;A;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4028818;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;10.0
CHEMBL18867;;;386.47;0;3.39;12;CC(C)c1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(O)OC2=O)cc1;IC50;'=';4300.0;nM;5.37;;;UO_0000065;13.89;0.27;1.98;6.65;0;CHEMBL769650;Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136665;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;4.3
CHEMBL341320;;;388.42;0;4.26;22;Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1;IC50;'=';60.01;nM;7.22;;;UO_0000065;18.59;0.37;2.96;9.81;1;CHEMBL875561;Inhibitory concentration for Cyclooxygenase-2 (Prostaglandin G/H synthase 2) in human whole blood;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1142830;1;Scientific Literature;Bioorg Med Chem Lett;2005;;;;;7.2218
CHEMBL338347;;;371.41;0;3.39;23;Cc1cc(=O)c(Oc2ccc(N)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1;IC50;'=';1480.13;nM;5.83;;;UO_0000065;15.70;0.31;2.44;5.85;1;CHEMBL875561;Inhibitory concentration for Cyclooxygenase-2 (Prostaglandin G/H synthase 2) in human whole blood;B;BAO_0000221;tissue-based format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1142830;1;Scientific Literature;Bioorg Med Chem Lett;2005;;;;;5.8297
CHEMBL184327;;;405.42;0;3.96;Sl no.15;COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC;IC50;'=';64.57;nM;7.19;;;UO_0000065;17.73;0.35;3.23;9.15;0;CHEMBL827656;Binding affinity for Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1138688;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;7.19
CHEMBL183515;;;388.39;0;4.43;Sl no.16;CS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1;IC50;'=';12.02;nM;7.92;;;UO_0000065;20.39;0.40;3.49;15.06;0;CHEMBL827656;Binding affinity for Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1138688;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;7.92
CHEMBL365622;;;358.41;1;5.01;Sl no.18;Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1;IC50;'=';6.918;nM;8.16;;;UO_0000065;22.77;0.45;3.15;23.90;0;CHEMBL827656;Binding affinity for Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1138688;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;8.16
CHEMBL294715;;;327.38;0;3.81;Sl no.31;NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1;IC50;'=';61.66;nM;7.21;;;UO_0000065;22.02;0.43;3.40;11.98;1;CHEMBL827656;Binding affinity for Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1138688;1;Scientific Literature;Bioorg Med Chem Lett;2004;;;;;7.21
CHEMBL19056;;;350.42;0;2.33;22;CC1(O)OC(=O)C(c2ccsc2)=C1c1ccc(S(C)(=O)=O)cc1;IC50;'=';24000.0;nM;4.62;;;UO_0000065;13.18;0.27;2.29;5.73;0;CHEMBL769650;Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136665;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;24.0
CHEMBL324670;;;374.48;0;3.93;6a;CC1(C)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1;IC50;'=';70.0;nM;7.16;;;UO_0000065;19.11;0.39;3.22;11.84;0;CHEMBL665721;In vitro inhibitory potency against human COX-2 in stably transfected chinese hamster ovary (CHO) cells;B;BAO_0000219;cell-based format;;;;CHO;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132677;1;Scientific Literature;Bioorg Med Chem Lett;1999;CHEMBL3308072;;;;0.07
CHEMBL2063732;;;266.27;0;2.51;12;CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F;IC50;'=';24100.0;nM;4.62;;;UO_0000065;17.34;0.33;2.11;7.26;0;CHEMBL2066530;Inhibition of LPS-stimulated human whole blood COX-2 assessed as inhibition of PGE2 production by EIA;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2062479;1;Scientific Literature;J Med Chem;2012;;;;;24.1
CHEMBL5437146;;;277.35;0;0.97;5;NNC(=O)CNc1ncnc2sc3c(c12)CCCC3;IC50;'=';210.0;nM;6.68;;;UO_0000065;24.08;0.48;5.71;7.19;0;CHEMBL5371689;Inhibition of recombinant human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL5370546;1;Scientific Literature;Eur J Med Chem;2023;;;INHIBITOR;;0.21
