Molecule ChEMBL ID;Molecule Name;Molecule Max Phase;Molecular Weight;#RO5 Violations;AlogP;Compound Key;Smiles;Standard Type;Standard Relation;Standard Value;Standard Units;pChEMBL Value;Data Validity Comment;Comment;Uo Units;Ligand Efficiency BEI;Ligand Efficiency LE;Ligand Efficiency LLE;Ligand Efficiency SEI;Potential Duplicate;Assay ChEMBL ID;Assay Description;Assay Type;BAO Format ID;BAO Label;Assay Organism;Assay Tissue ChEMBL ID;Assay Tissue Name;Assay Cell Type;Assay Subcellular Fraction;Assay Parameters;Assay Variant Accession;Assay Variant Mutation;Target ChEMBL ID;Target Name;Target Organism;Target Type;Document ChEMBL ID;Source ID;Source Description;Document Journal;Document Year;Cell ChEMBL ID;Properties;Action Type;Standard Text Value;Value
CHEMBL3823276;;;638.06;2;3.74;7i;COc1cc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC;IC50;'=';21930.0;nM;4.66;;;UO_0000065;7.30;0.14;0.92;2.63;0;CHEMBL3825741;Inhibition of human COX2 using arachidonic acid assessed as production of PGF2alpha after 5 mins by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3822383;1;Scientific Literature;Bioorg Med Chem Lett;2016;;;;;21.93
CHEMBL279268;;;396.82;0;3.06;17;CC1(O)OC(=O)C(c2ccc(F)c(Cl)c2)=C1c1ccc(S(C)(=O)=O)cc1;IC50;'=';2200.0;nM;5.66;;;UO_0000065;14.26;0.30;2.60;7.01;0;CHEMBL769650;Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136665;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;2.2
CHEMBL3905241;;;266.32;0;1.94;15;Cc1cc(C)c2c(=O)n(CCCC(=O)O)sc2n1;IC50;'=';302300.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL3869869;Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3868617;1;Scientific Literature;Bioorg Med Chem;2017;;;;;302.3
CHEMBL3906347;;;416.93;0;3.08;12;Cc1cc(C)c2c(=O)n(CC(=O)N3CCN(c4cccc(Cl)c4)CC3)sc2n1;IC50;'=';605100.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL3869869;Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 2 mins followed by substrate addition in presence of TMPD by spectrophotometric analysis relative to control;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3868617;1;Scientific Literature;Bioorg Med Chem;2017;;;;;605.1
CHEMBL1775104;;;362.27;0;4.72;5r;Brc1ccc(Oc2ccc(OCCN3CCCC3)cc2)cc1;IC50;'=';5100.0;nM;5.29;;;UO_0000065;14.61;0.33;0.57;24.39;0;CHEMBL1777072;Inhibition of COX2 in human whole blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs by ELISA;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1772961;1;Scientific Literature;J Med Chem;2011;;;;;5.1
CHEMBL1775098;;;329.36;0;3.26;5l;O=[N+]([O-])c1cccnc1Oc1ccc(OCCN2CCCC2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL1777070;Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1772961;1;Scientific Literature;J Med Chem;2011;;;;;100.0
CHEMBL1775099;;;351.37;0;4.97;5m;FC(F)(F)c1ccccc1Oc1ccc(OCCN2CCCC2)cc1;IC50;'=';41400.0;nM;4.38;;;UO_0000065;12.47;0.24;-0.59;20.20;0;CHEMBL1777070;Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1772961;1;Scientific Literature;J Med Chem;2011;;;;;41.4
CHEMBL3104551;;;445.52;0;2.10;6a;Cc1c(C(N)C(=O)NCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1;IC50;'=';13700.0;nM;4.86;;;UO_0000065;10.92;0.21;2.76;4.25;0;CHEMBL3107402;Inhibition of COX-2 in human whole blood assessed as prostaglandin E2 production by RIA;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3102735;1;Scientific Literature;Bioorg Med Chem;2014;;;;;13.7
CHEMBL3104539;;;430.50;0;2.65;4c;Cc1c(CC(=O)NCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1;IC50;'=';1400.0;nM;5.85;;;UO_0000065;13.60;0.27;3.20;6.62;0;CHEMBL3107402;Inhibition of COX-2 in human whole blood assessed as prostaglandin E2 production by RIA;B;BAO_0000357;single protein format;Homo sapiens;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3102735;1;Scientific Literature;Bioorg Med Chem;2014;;;;;1.4
CHEMBL1814714;;;374.41;0;4.46;18;COc1ccc(-c2cc(C(C)C(=O)[O-])ccc2CC2CCCC2=O)cc1.[Na+];IC50;'>';1000000.0;nM;;Outside typical range;;UO_0000065;;;;;0;CHEMBL1816061;Inhibition of human whole blood COX-2 assessed as production of PGE2 after 24 hrs by EIA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1811892;1;Scientific Literature;Bioorg Med Chem;2011;;;;;1000.0
CHEMBL2158359;;;339.35;0;3.21;5d, mixture of enantiomers;COc1ccc(NC(=O)C(C)Oc2cc(=O)oc3ccccc23)cc1;IC50;'=';38710.0;nM;4.41;;;UO_0000065;13.00;0.24;1.20;5.67;0;CHEMBL2161532;Inhibition of human recombinant COX2 expressed in insect cells using arachidonic acid as substrate incubated for 1 min prior to substrate addition measured for 25 secs by TMPD-based chromogenic assay;B;BAO_0000219;cell-based format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2157877;1;Scientific Literature;Bioorg Med Chem Lett;2012;;;;;38.71
CHEMBL1682201;;;255.27;0;3.33;4n;CC(=O)c1ccc(Nc2cccc(C(=O)O)c2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL2045973;Inhibition of COX2 expressed in baculovirus infected SF-21 cells assessed as formation of PGH2 from PGG2 using arachidonic acid as substrate preincubated for 5 mins;B;BAO_0000219;cell-based format;;;;SF-21;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL2040753;1;Scientific Literature;J Med Chem;2012;;;;;100.0
CHEMBL18254;;;413.28;0;3.57;19;CC1(O)OC(=O)C(c2ccc(Cl)cc2Cl)=C1c1ccc(S(C)(=O)=O)cc1;IC50;'=';7500.0;nM;5.12;;;UO_0000065;12.40;0.27;1.55;6.35;0;CHEMBL769650;Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136665;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;7.5
CHEMBL44447;;;383.37;0;4.71;27;CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL762912;In vitro inhibitory activity against human prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL44194;;;343.42;0;4.25;10;CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1;IC50;'>';100000.0;nM;;;;UO_0000065;;;;;0;CHEMBL762912;In vitro inhibitory activity against human prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;100.0
CHEMBL315520;;;423.36;1;5.89;297;COc1c(Cl)cc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1Cl;IC50;'=';6.026;nM;8.22;;;UO_0000065;19.42;0.42;2.33;18.95;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;8.22
CHEMBL43511;;;316.36;0;2.93;20;NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1;IC50;'=';14.0;nM;7.85;;;UO_0000065;24.83;0.49;4.92;12.07;0;CHEMBL762912;In vitro inhibitory activity against human prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1130038;1;Scientific Literature;J Med Chem;1997;;;;;0.014
CHEMBL147327;;;340.45;0;2.79;40;CS(=O)(=O)Nc1cc2c(cc1Sc1cncs1)C(=O)CC2;IC50;'>';10000.0;nM;;;;UO_0000065;;;;;0;CHEMBL760080;In vitro inhibition of prostaglandin G/H synthase 2 expressed in human osteosarcoma 143 cells;B;BAO_0000219;cell-based format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1128209;1;Scientific Literature;J Med Chem;1995;;;;;10.0
CHEMBL109143;;;388.40;0;2.97;130;Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cs1;IC50;'=';524.81;nM;6.28;;;UO_0000065;16.17;0.34;3.31;6.91;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;6.28
CHEMBL88649;;;409.43;0;4.72;281;NS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1;IC50;'=';128.82;nM;6.89;;;UO_0000065;16.83;0.34;2.17;9.93;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;6.89
CHEMBL154;NAPROXEN;4.0;230.26;0;3.04;3;COc1ccc2cc([C@H](C)C(=O)O)ccc2c1;IC50;'=';12400.0;nM;4.91;;;UO_0000065;21.31;0.39;1.87;10.54;0;CHEMBL1692420;Inhibition of human recombinant COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1687885;1;Scientific Literature;J Med Chem;2011;;;;;12.4
CHEMBL1288772;;;306.67;0;3.75;34c;Cc1c(Cl)cc2c(c1C)OC(C(F)(F)F)C(C(=O)O)=C2;IC50;'=';120.0;nM;6.92;;;UO_0000065;22.57;0.47;3.17;14.87;0;CHEMBL1291411;Inhibition of human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1287644;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.12
CHEMBL1290459;OCAROCOXIB;1.0;328.16;0;3.38;6e;O=C(O)C1=Cc2cc(OC(F)(F)F)ccc2OC1C(F)(F)F;IC50;'=';29.0;nM;7.54;;;UO_0000065;22.97;0.47;4.16;13.52;0;CHEMBL1291411;Inhibition of human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1287644;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.029
CHEMBL1288564;;;269.18;0;2.35;11;N#Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2;IC50;'=';110.0;nM;6.96;;;UO_0000065;25.85;0.50;4.61;9.90;0;CHEMBL1291411;Inhibition of human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1287644;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.11
CHEMBL1290682;;;370.25;0;4.33;29c;CCCc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2;IC50;'=';43.0;nM;7.37;;;UO_0000065;19.90;0.40;3.04;13.21;0;CHEMBL1291411;Inhibition of human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1287644;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.043
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;Celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';132.0;nM;6.88;;;UO_0000065;18.04;0.36;3.37;8.82;1;CHEMBL4733649;Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate measured after 10 mins by fluorometric based multimode microplate reader;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4732070;1;Scientific Literature;Eur J Med Chem;2021;;TIME = 0.1667 hr;INHIBITOR;;0.132
CHEMBL1230348;;;313.06;0;3.78;5c-S, SD-8381;O=C(O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F;IC50;'=';9.8;nM;8.01;;;UO_0000065;25.58;0.58;4.23;17.21;1;CHEMBL1291683;Inhibition of human COX-2;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1287761;1;Scientific Literature;Bioorg Med Chem Lett;2010;;;;;0.0098
CHEMBL28491;;;426.28;0;3.28;20f;COC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl;IC50;'=';160.0;nM;6.80;;;UO_0000065;15.94;0.34;3.52;6.52;0;CHEMBL763093;In vitro inhibitory concentration required to block human recombinant prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1130002;1;Scientific Literature;J Med Chem;1997;;;;;0.16
CHEMBL118;CELECOXIB;4.0;381.38;0;3.51;Celecoxib;Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1;IC50;'=';40.0;nM;7.40;;;UO_0000065;19.40;0.39;3.89;9.49;1;CHEMBL3363266;Inhibition of COX2 (unknown origin) by solid phase ELISA method;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3352811;1;Scientific Literature;Bioorg Med Chem;2014;;;;;0.04
CHEMBL16689;;;415.54;1;5.75;24;CS(=O)(=O)c1ccc(-c2sc(-c3cccs3)nc2-c2ccc(F)cc2)cc1;IC50;'=';21.0;nM;7.68;;;UO_0000065;18.48;0.39;1.93;16.33;0;CHEMBL665714;Inhibition of human cyclooxygenase-2 (hCOX-2) enzyme.;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1132704;1;Scientific Literature;Bioorg Med Chem Lett;1999;;;;;0.021
CHEMBL43493;;;394.42;0;4.58;58;Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C;IC50;'=';330.0;nM;6.48;;;UO_0000065;16.43;0.33;1.90;12.47;0;CHEMBL762906;Concentration required to inhibit human Prostaglandin G/H synthase 2 (COX-2) by 50%;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1130039;1;Scientific Literature;J Med Chem;1997;;;;;0.33
CHEMBL126578;;;354.43;0;3.99;8;Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1;IC50;'=';2180.0;nM;5.66;;;UO_0000065;15.97;0.31;1.67;8.80;0;CHEMBL766724;Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood;B;BAO_0000221;tissue-based format;;CHEMBL3638178;Blood;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1149180;1;Scientific Literature;J Med Chem;2004;;;;;2.18
CHEMBL419268;;;399.25;0;3.36;31;Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1;IC50;'=';230.14;nM;6.64;;;UO_0000065;16.63;0.36;3.28;6.97;1;CHEMBL873458;Binding affinity towards Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1136323;1;Scientific Literature;Bioorg Med Chem Lett;2003;;;;;3.638
CHEMBL42940;;;554.18;2;5.50;83;COc1c(Br)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Br;IC50;'=';89.13;nM;7.05;;;UO_0000065;12.72;0.33;1.55;11.52;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;7.05
CHEMBL284914;;;357.16;1;5.86;255;FC(F)(F)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1;IC50;'=';4786.3;nM;5.32;;;UO_0000065;14.90;0.32;-0.54;29.85;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;5.32
CHEMBL155887;;;318.42;0;4.82;1p;COc1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1;IC50;'=';1240.0;nM;5.91;;;UO_0000065;18.55;0.34;1.09;21.84;0;CHEMBL768959;Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2;B;BAO_0000219;cell-based format;;;;ECV-304;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1133431;1;Scientific Literature;Bioorg Med Chem Lett;2000;CHEMBL3307513;;;;1.24
CHEMBL29717;;;436.24;0;4.51;236;NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1;IC50;'=';15.14;nM;7.82;;;UO_0000065;17.93;0.40;3.31;10.03;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;7.82
CHEMBL356093;;;250.36;0;4.04;49;CC(=O)Oc1ccccc1SC1CCCCC1;IC50;'>';40000.0;nM;;;;UO_0000065;;;;;0;CHEMBL760085;Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1131194;1;Scientific Literature;J Med Chem;1998;;;;;40.0
CHEMBL146005;;;296.39;0;3.44;61;CC(=O)OCCCCCSc1ccccc1OC(C)=O;IC50;'=';50000.0;nM;4.30;;;UO_0000065;14.51;0.29;0.86;8.18;0;CHEMBL760085;Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1131194;1;Scientific Literature;J Med Chem;1998;;;;;50.0
CHEMBL143339;;;266.41;0;4.67;46;CCCCCCCSc1ccccc1OC(C)=O;IC50;'=';2000.0;nM;5.70;;;UO_0000065;21.39;0.43;1.03;21.67;0;CHEMBL760085;Inhibitory concentration in DMSO with purified human Prostaglandin G/H synthase 2 (COX-2);B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1131194;1;Scientific Literature;J Med Chem;1998;;;;;2.0
CHEMBL1950009;;;312.30;0;2.87;64;Cc1ccnc(C(=O)c2[nH]c3cc(F)ccc3c2CC(=O)O)c1;IC50;'=';9.81;nM;8.01;;;UO_0000065;25.64;0.48;5.14;9.64;0;CHEMBL1955378;Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA;B;BAO_0000357;single protein format;Homo sapiens;;;HUVEC;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1949501;1;Scientific Literature;Eur J Med Chem;2012;CHEMBL3307501;;;;0.00981
CHEMBL1950016;;;346.75;0;3.52;71;Cc1ccnc(C(=O)c2[nH]c3cc(Cl)c(F)cc3c2CC(=O)O)c1;IC50;'=';6.77;nM;8.17;;;UO_0000065;23.56;0.46;4.65;9.84;0;CHEMBL1955378;Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA;B;BAO_0000357;single protein format;Homo sapiens;;;HUVEC;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1949501;1;Scientific Literature;Eur J Med Chem;2012;CHEMBL3307501;;;;0.00677
CHEMBL3596288;;;424.54;1;6.53;3i;COc1ccc([C@H]2C(Cn3c4ccccc4c4ccccc43)=NO[C@@H]3CCCC[C@H]23)cc1;IC50;'=';5900.0;nM;5.23;;;UO_0000065;12.32;0.22;-1.30;14.63;0;CHEMBL3598339;Inhibition of COX2 (unknown origin);B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL3596089;1;Scientific Literature;Bioorg Med Chem Lett;2015;;;;;5.9
CHEMBL92154;;;342.44;0;4.71;3;CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1;IC50;'=';8.0;nM;8.10;;;UO_0000065;23.64;0.46;3.39;23.72;1;CHEMBL768965;Inhibitory activity against prostaglandin G/H synthase 2 (COX-2).;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1129290;1;Scientific Literature;J Med Chem;1996;;;;;0.008
CHEMBL4077052;;;549.54;1;3.67;9b;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc(F)cc2)cc1;IC50;'=';440.0;nM;6.36;;;UO_0000065;11.57;0.22;2.69;4.42;0;CHEMBL4057989;Inhibition of COX2 (unknown origin) assessed as reduction in PGE2 level using arachidonic acid as substrate after 5 mins in presence of heme by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4052777;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;0.44
CHEMBL4070807;;;549.54;1;3.67;9i;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2cccc(F)c2)cc1;IC50;'=';300.0;nM;6.52;;;UO_0000065;11.87;0.23;2.85;4.54;0;CHEMBL4057989;Inhibition of COX2 (unknown origin) assessed as reduction in PGE2 level using arachidonic acid as substrate after 5 mins in presence of heme by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4052777;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;0.3
CHEMBL4092434;;;576.54;2;3.44;9j;NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCOc3cc(=O)oc4ccccc34)cc2-c2ccc([N+](=O)[O-])cc2)cc1;IC50;'=';330.0;nM;6.48;;;UO_0000065;11.24;0.22;3.04;3.47;0;CHEMBL4057989;Inhibition of COX2 (unknown origin) assessed as reduction in PGE2 level using arachidonic acid as substrate after 5 mins in presence of heme by ELISA;B;BAO_0000357;single protein format;Homo sapiens;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL4052777;1;Scientific Literature;Bioorg Med Chem Lett;2017;;;;;0.33
CHEMBL287170;;;411.27;0;2.59;243;NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl;IC50;'=';1096.48;nM;5.96;;;UO_0000065;14.49;0.31;3.37;4.92;1;CHEMBL763870;Inhibition of human Prostaglandin G/H synthase 2;B;BAO_0000357;single protein format;;;;;;;;;CHEMBL230;Prostaglandin G/H synthase 2;Homo sapiens;SINGLE PROTEIN;CHEMBL1134614;1;Scientific Literature;J Med Chem;2001;;;;;5.96
