ChEMBL_ID;SMILES;IC50_COX1_median;IC50_COX2_median;IC50_COX1_mean;IC50_COX2_mean
CHEMBL5282918;O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1;;90.0;;90.0
CHEMBL5283165;COc1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1;;43.0;;43.0
CHEMBL5283166;COc1ccc(-c2nc(-c3cn(C)c4ccccc34)c(C(=O)c3ccc(C#N)cc3)s2)cc1OC;;2100.0;;2100.0
CHEMBL5283203;O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccc(Cl)cc1;;47.0;;47.0
CHEMBL5283256;COc1cc(C(=O)O)cc(O)c1O;;23400.0;;23400.0
CHEMBL5283454;C/C(=C/C(=O)Nc1nccs1)Nc1ccccc1;;90.0;;90.0
CHEMBL5283644;COc1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1OC;;100.0;;100.0
CHEMBL5283786;CS(=O)(=O)c1ccc(-c2cc3ccccc3n2Cc2ccc(Cl)cc2)cc1;;110.0;;110.0
CHEMBL5283788;CN(C)c1ccc(/C=C/C(=O)c2cccc(-n3cnnn3)c2)cc1;;100.0;;100.0
CHEMBL5283806;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc(OC)c2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1;;280.0;;280.0
CHEMBL5283814;COc1cc(/C=C/C(=O)[N-]S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)ccc1[O-].[Na+].[Na+];23.0;23.0;23.0;23.0
CHEMBL5283826;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1;;280.0;;280.0
CHEMBL5283831;CS(=O)(=O)c1ccc(-c2cc3cc(F)ccc3n2Cc2ccc(Cl)cc2)cc1;;150.0;;150.0
CHEMBL5283848;COc1ccc(C2CC(c3cccc(-n4cnnn4)c3)=NN2)cc1OC;;39.0;;39.0
CHEMBL5283867;CS(=O)(=O)c1ccc(C(=O)OCCn2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1;;2.0;;2.0
CHEMBL5283932;CC1=CCCC2C1(C)CCC(C)C2(C)CC/C(=C\C(=O)O)CO;;12.7;;12.7
CHEMBL5283995;O=C(c1cccs1)c1sc(N(c2ccccc2)c2ccccc2)nc1-c1ccc(C(F)(F)F)cc1;;90.0;;90.0
CHEMBL5284072;O=C(O)/C=C/c1c(-c2ccc(CCc3ccccc3)cc2)c(-c2ccccc2)c2n1CCC2;10000.0;;10000.0;
CHEMBL5284073;O=c1/c(=C/c2cccc(O)c2)sc2nc(C34CC5CC(CC(C5)C3)C4)nn12;;50000.0;;50000.0
CHEMBL5284118;CC1=CCCC2C1(C)CCC(C)C2(C)CCC1=CC(=O)OC1O;;10.34;;10.34
CHEMBL5284171;C=CCn1c(-c2ccc(OC)cc2)cs/c1=N\NC(=O)c1cc(NCCCC)c(Oc2ccccc2)c(S(N)(=O)=O)c1;;1520.0;;1520.0
CHEMBL5284227;Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(N(C)C)cc3)S2)s1;;100.0;;100.0
CHEMBL5284424;CC1(C)Cc2c(-c3ccccc3)c(-c3ccco3)c(CC(=O)O)n2C1;130.0;;130.0;
CHEMBL5284488;COc1ccc(N2C(=O)/C(=C/c3cn(-c4ccc(S(C)(=O)=O)cc4)nc3-c3cccc(Cl)c3)NC2=S)cc1;;560.0;;560.0
CHEMBL5284626;CCCCNc1cc(C(=O)n2nc(C)cc2-c2ccccc2)cc(S(N)(=O)=O)c1Oc1ccccc1;;320.0;;320.0
CHEMBL5284686;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Cl)cc1;;220.0;;220.0
CHEMBL5284867;CC(=O)Oc1cc2oc(-c3ccc(F)cc3)cc2cc1-c1c[se]nn1;;50.0;;50.0
CHEMBL5284897;O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccc(F)cc1;;47.0;;47.0
CHEMBL5284968;C[C@H](NC(=O)c1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)c1ccccc1;;17750.0;;17750.0
CHEMBL5284988;CC(=O)Oc1cc2oc(-c3ccccc3)cc2cc1-c1c[se]nn1;;50.0;;50.0
CHEMBL5285025;N=C1/C(=N\Nc2ccc(S(N)(=O)=O)cc2)C(N)=NN1c1ccccc1C(=O)O;;1120.0;;1120.0
CHEMBL5285214;O=C1CS/C(=N/c2nnc(-c3ccc(Br)cc3)s2)N1;;190.0;;190.0
CHEMBL5285268;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccc(OC)cc1;;220.0;;220.0
CHEMBL5285405;COc1ccc(-c2cc(-c3ccc(Br)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1OC;;43.0;;43.0
CHEMBL5285484;CC(C)CC(=O)NC[C@H]1CC[C@H](NC(=O)c2nc3ccccc3cc2O)[C@H](O)O1;4900.0;1400.0;4900.0;1400.0
CHEMBL5285490;Cc1nnc(/N=C2\NC(=O)/C(=C/c3cccnc3)S2)s1;;250.0;;250.0
CHEMBL5285514;Cc1nnc(/N=C2\NC(=O)/C(=C/C3CCCCC3)S2)s1;;250.0;;250.0
CHEMBL5285524;CC(=O)N1NC(c2ccccc2)=CC1c1nnc2n(Cc3ccccc3)c(=O)c3c4c(sc3n12)CCCC4;;540.0;;540.0
CHEMBL5285552;Cc1nnc(/N=C2\NC(=O)/C(=C/c3ccc(Br)cc3)S2)s1;;100.0;;100.0
CHEMBL5285559;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccccc1OC;;220.0;;220.0
CHEMBL5285584;CC(=O)OC[C@@H]1O[C@@H](n2cc(CNC(=O)C(=O)c3cn(S(=O)(=O)c4ccc(C)cc4)c4ccccc34)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O;;120.0;;120.0
CHEMBL5285788;Cc1ccc(-c2nc(N3CCOCC3)sc2C(=O)c2cccs2)cc1;;90.0;;90.0
CHEMBL5285980;COc1ccc(N/C(C)=C\C(=O)Nc2nccs2)cc1;;90.0;;90.0
CHEMBL5286186;COc1ccc(-c2cc(-c3cccc(-n4cnnn4)c3)no2)cc1;;41.0;;41.0
CHEMBL5286217;COc1cc(/C=C2\N=C(c3ccccc3)N(c3ccc(C(=O)O)cc3)C2=O)ccc1OC(=O)c1ccccc1;;92.0;;92.0
CHEMBL5286316;O=C(/N=C1\SC=C(c2ccc([N+](=O)[O-])cc2)C1c1ccccc1)c1cccc2ccccc12;;80.0;;80.0
CHEMBL5286360;COc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)C2)cc1;;1090.0;;1090.0
CHEMBL5286382;CCOC(=O)[N-]S(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1.[Na+];35.0;;35.0;
CHEMBL5286505;Cc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccccc3)C2)cc1;;1090.0;;1090.0
CHEMBL5286663;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(Br)cc2)n1)c1ccc(Cl)cc1;;220.0;;220.0
CHEMBL5286816;O=C(NC1CCCCC1)c1cc(NCc2cc(O)ccc2O)ccc1O;;100.0;;100.0
CHEMBL5286858;Cc1c(C2=NNC(c3ccccc3)C2)nnn1-c1ccc(S(N)(=O)=O)cc1;;2610.0;;2610.0
CHEMBL5286930;CS(=O)(=O)c1ccc(-c2cn3c(c2-c2ccc(F)cc2)CCC3)cc1;4300.0;160.0;4300.0;160.0
CHEMBL5287114;O=C(/N=c1\scc(-c2ccc(F)cc2)n1-c1ccccc1)c1cccs1;;90.0;;90.0
CHEMBL5287123;CC1=c2c(OCc3nnc(SCC(=O)N4CCN(c5ncccn5)CC4)o3)nn(C)c(=O)c2=C(C)C1c1ccccc1;;6800.0;;6800.0
CHEMBL5287186;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccccc2F)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1;;280.0;;280.0
CHEMBL52872;CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl;590.0;6.013;590.0;6.013
CHEMBL5287239;CCCCNc1cc(C(=O)N/N=c2\scc(-c3ccc(Cl)cc3)n2-c2ccc(Br)cc2)cc(S(N)(=O)=O)c1Oc1ccccc1;;1520.0;;1520.0
CHEMBL5287285;CC1=NN(c2ccccc2)C(=O)/C1=N/Nc1cccc(-c2nc3ccccc3[nH]2)c1;;170.0;;170.0
CHEMBL5287406;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccsc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccccc1;;220.0;;220.0
CHEMBL5287515;Cc1ccc(C2=NN(C(N)=O)C(c3cn(-c4ccccc4)nc3-c3ccc(F)cc3)C2)cc1;;1090.0;;1090.0
CHEMBL5287611;CCCCCC1C(C)=c2c(OCc3nnc(SCC(=O)N4CCN(c5ncccn5)CC4)o3)nn(C)c(=O)c2=C1C;;6800.0;;6800.0
CHEMBL5287931;Cc1ccc(-c2nnc(/N=C3\NC(=O)CS3)s2)cc1;;190.0;;190.0
CHEMBL5287965;O=C1CS/C(=N/c2nnc(-c3ccc(O)cc3)s2)N1;;190.0;;190.0
CHEMBL5287970;CS(=O)(=O)c1ccc(-c2cc(-c3ccc(F)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1;;43.0;;43.0
CHEMBL5288176;COc1ccc(C2=NNC(S)C2N(CN2C(=O)/C(=C\c3nnc(-c4ccc(-c5ccc(OC)cc5)cc4)s3)c3ccccc32)C(=O)c2ccccc2)cc1;;53100.0;;53100.0
CHEMBL5288220;CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=N/Nc1ccc(C(=O)O)cc1;;770.0;;770.0
CHEMBL5288258;NS(=O)(=O)c1ccc(-n2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1;;3324.0;;3324.0
CHEMBL5288527;CC(=O)N1N=C(C)/C(=N\Nc2cccc(-c3nc4ccccc4[nH]3)c2)C1=O;;120.0;;120.0
CHEMBL5288533;Cc1c(-c2ccccc2)n(C(=O)c2ccc(Cl)cc2)c2ccc(S(C)(=O)=O)cc12;;1650.0;;1650.0
CHEMBL5288590;Cc1nnc(/N=C2\NC(=O)CS2)s1;;190.0;;190.0
CHEMBL5288634;CS(=O)(=O)c1ccc(-n2cc(/C=N/Nc3ccc(S(N)(=O)=O)cc3)c(-c3ccc(Br)cc3)n2)cc1;;420.0;;420.0
CHEMBL5288656;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccc(Cl)cc1;;220.0;;220.0
CHEMBL5288685;O=C1/C(=N\Nc2ccccc2Br)C(Nc2ccccc2F)=NN1CNc1ccccc1;;48.0;;48.0
CHEMBL5288720;NC(=O)N1N=C(c2ccccc2)CC1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1;;1090.0;;1090.0
CHEMBL5288740;CS(=O)(=O)c1ccc(-n2cc(-c3ccc(C(F)(F)F)cc3)nn2)cc1;;226.0;;226.0
CHEMBL52888;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1OC;;64.785;;64.785
CHEMBL52889;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1OC;;339.41999999999996;;339.41999999999996
CHEMBL5288954;NS(=O)(=O)c1ccc(-c2nn(-c3ccc([N+](=O)[O-])cc3)cc2C=O)cc1;;17.0;;17.0
CHEMBL5289008;Cc1ccc(/C=N/NC(=O)c2sc3nc(-c4ccc(Cl)cc4)cc(-c4cccs4)c3c2N)cc1;;104.0;;104.0
CHEMBL5289112;C/C(=C/C(=O)Nc1nccs1)Nc1ccc(Cl)cc1;;90.0;;90.0
CHEMBL5289200;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1;;220.0;;220.0
CHEMBL5289245;CCc1ccc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2ccc(CC)s2)s1;;2.0;;2.0
CHEMBL5289353;Nc1c(C(=O)N/N=C/c2ccccc2)sc2nc(-c3ccc(Cl)cc3)cc(-c3cccs3)c12;;104.0;;104.0
CHEMBL5289423;CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)s3)c(CC(=O)O)n2C1;210.0;;210.0;
CHEMBL5289473;CS(=O)(=O)Nc1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1;;3600.0;;3600.0
CHEMBL5289598;Cc1ccc(/C=C2\S/C(=N/c3nnc(C)s3)NC2=O)cc1;;100.0;;100.0
CHEMBL5289655;O=c1[nH]n2c(=O)c3ccccc3nc2/c1=C/c1ccc(Br)cc1;;47.0;;47.0
CHEMBL5289753;COc1c(O)cc2c3c1COc1cc(O)cc(c1-3)CC2;;12000.0;;12000.0
CHEMBL5289878;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2cccc3ccccc23)n(-c2ccc(F)cc2)n1)c1ccccc1OC;;220.0;;220.0
CHEMBL5289951;CCOP(=O)(OCC)C(NC(=O)c1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1)c1ccc(Br)cc1;;280.0;;280.0
CHEMBL5289989;NC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1cn(-c2ccccc2)nc1-c1ccccc1;;1090.0;;1090.0
CHEMBL5290007;C=C1CCCC2C1(C)CCC(C)C2(C)CCC1=CC(=O)OC1O;;8.49;;8.49
CHEMBL5290087;COc1ccccc1-c1nnc(Cn2c(CN3CCOCC3)nc3ccccc32)o1;;13700.0;;13700.0
CHEMBL5290194;COc1ccc(C2CC(c3cccc(-n4cnnn4)c3)=NN2)cc1;;39.0;;39.0
CHEMBL5290253;Cc1sc(/C=C2\CN(C)CC3C2=NN(c2ccccc2)C3c2cc(Br)c(C)s2)cc1Br;;2.0;;2.0
CHEMBL5290356;CC(=O)Oc1cc2oc(-c3cccc(Cl)c3)cc2cc1-c1c[se]nn1;;50.0;;50.0
CHEMBL5290615;COc1ccc2c(c1O)OC1c3ccc(O)c(OC)c3OCC21;30500.0;;30500.0;
CHEMBL5290801;CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C\c1cccc(OCc2ccccc2)c1;;150.0;;150.0
CHEMBL5290904;CS(=O)(=O)c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1;;30.0;;30.0
CHEMBL5290910;C=C1c2nc3ccccc3n2CC(c2ccc(S(C)(=O)=O)cc2)N1c1ccc(C)cc1;;70.0;;70.0
CHEMBL5291369;Bc1ccc(C(NC(=O)c2cc(-c3ccccc3Cl)n(-c3ccc(S(N)(=O)=O)cc3)n2)P(=O)(OCC)OCC)cc1;;280.0;;280.0
CHEMBL538418;CCCCNc1nc(-c2ccc(S(N)(=O)=O)cc2)cc(C(F)(F)F)n1;700.0;;700.0;
CHEMBL539663;CCC(C)Nc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1;;7.0;;7.0
CHEMBL5396677;Nc1c(C(=O)N/N=C/c2ccccc2[N+](=O)[O-])cnn1-c1ccc(S(N)(=O)=O)cc1;4800.0;140.0;4800.0;140.0
CHEMBL5396836;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(Br)cc1;;100.0;;100.0
CHEMBL5397391;CC1=NN(c2ccccc2)C(=O)/C1=C\c1cn(CCCOc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)c2ccccc12;;700.0;;700.0
CHEMBL5399127;CC1(O)CC(c2ccccc2)=NN1C(=O)CNc1ncnc2sc3c(c12)CCCC3;;960.0;;960.0
CHEMBL5399843;CCCCOc1nnc(CNc2ncnc3sc4c(c23)CCCC4)o1;;4780.0;;4780.0
CHEMBL5400672;NNC(=O)CNc1nc(-c2ccccc2)nc2sc3c(c12)CCCC3;;700.0;;700.0
CHEMBL5400914;N=c1c2c(Nc3n[nH]c(=S)s3)csc2[nH]c(=S)n1-c1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1;;90.0;;90.0
CHEMBL5401155;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc([N+](=O)[O-])cc1;;530.0;;530.0
CHEMBL540166;Cc1cc(-c2ccc(S(C)(=O)=O)cc2)nc(NC2CCCCC2)n1;;1683.0;;1683.0
CHEMBL540236;COC(=O)CCCCc1cccc(C(=O)OC)c1OC(C)=O;720000.0;;720000.0;
CHEMBL5402860;COC(=O)c1cc(=O)n2nc(N)c(/N=N/c3ccc(O)cc3)c2[nH]1;;67530.0;;67530.0
CHEMBL5403077;Nc1c(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)cnn1-c1ccc(S(N)(=O)=O)cc1;5000.0;100.0;5000.0;100.0
CHEMBL5403487;CC1=NN(C(=O)CNc2ncnc3sc4c(c23)CCCC4)C(C)(O)C1;;2150.0;;2150.0
CHEMBL54039;COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl;8164.155000000001;19.05;8164.155000000001;19.033333333333335
CHEMBL5403984;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccco1;;1130.0;;1130.0
CHEMBL5404379;Nc1c(C(=O)N/N=C/c2ccccc2)cnn1-c1ccc(S(N)(=O)=O)cc1;10400.0;49.0;10400.0;49.0
CHEMBL5404402;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(Cl)cc1;;660.0;;660.0
CHEMBL5406863;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=C1C(=O)Nc2ccccc21;;3860.0;;3860.0
CHEMBL5408465;Nc1nn2c(-c3cccs3)cc(-c3cccs3)nc2c1/N=N/c1ccc(O)cc1;;3370.0;;3370.0
CHEMBL5408885;Nc1c(C(=O)N/N=C/c2ccc([N+](=O)[O-])cc2)cnn1-c1ccc(S(N)(=O)=O)cc1;5000.0;156.0;5000.0;156.0
CHEMBL5409427;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(Cl)c(Cl)c1;;70.0;;70.0
CHEMBL5410341;Cc1c(C(=O)/C=C/c2ccco2)c(C(=O)/C=C/c2ccco2)nn1-c1ccc(Cl)cc1;;1500.0;;1500.0
CHEMBL5411261;CC1=Nc2c(/N=N/c3ccc(O)cc3)c(N)nn2C1=O;;295390.0;;295390.0
CHEMBL5411339;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1ccc(F)cc1;;21990.0;;21990.0
CHEMBL5412102;COc1ccc(/C=C/C(=O)c2nn(-c3ccc(F)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1;;320.0;;320.0
CHEMBL5413403;Nc1c(C(=O)N/N=C/c2cccs2)cnn1-c1ccc(S(N)(=O)=O)cc1;9500.0;60.0;9500.0;60.0
CHEMBL5414373;CC(=O)Nc1nn2c(NC(C)=O)cc(=O)[nH]c2c1/N=N/c1ccc(O)cc1;;15910.0;;15910.0
CHEMBL5416397;Cc1cc(=O)n2nc(N)c(/N=N/c3ccc(O)cc3)c2[nH]1;;5680.0;;5680.0
CHEMBL5417201;CC(=O)N/C=C/c1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](NC(C)=O)O2;78850.0;6430.0;78850.0;6430.0
CHEMBL5417525;COc1ccc(/C=C/C(=O)c2nn(-c3ccc(Cl)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1;;300.0;;300.0
CHEMBL5418554;COc1ccc(-c2nc3c(/N=N/c4ccc(O)cc4)c(N)nn3c(N)c2C#N)cc1;;21110.0;;21110.0
CHEMBL5418745;O=C(O)/C=C\C(=O)NNC(=O)CNc1ncnc2sc3c(c12)CCCC3;;450.0;;450.0
CHEMBL5419055;CC(=O)NCCc1cc(O)c(O)cc1C(=O)c1ccc(O)c(O)c1;;768.0;;768.0
CHEMBL5420858;Nc1c(C(=O)N/N=C/c2ccccc2Cl)cnn1-c1ccc(S(N)(=O)=O)cc1;10500.0;130.0;10500.0;130.0
CHEMBL5421326;Nc1n[nH]c(/N=C2/C(=O)Nc3ccc(S(=O)(=O)N4CCCC4)cc32)c1/N=N/c1ccc(O)cc1;;36550.0;;36550.0
CHEMBL5422492;COc1ccc(/C=N/NC(=O)c2cnn(-c3ccc(S(N)(=O)=O)cc3)c2N)cc1;6000.0;150.0;6000.0;150.0
CHEMBL5423229;O=C(CNc1ncnc2sc3c(c12)CCCC3)NNC(=O)Nc1ccccc1;;7680.0;;7680.0
CHEMBL5423515;CCOC(=O)C1=Nc2c(/N=N/c3ccc(O)cc3)c(N)nn2C1=O;;79320.0;;79320.0
CHEMBL5424006;CN(C)c1ccc(/C=N/NC(=O)c2cnn(-c3ccc(S(N)(=O)=O)cc3)c2N)cc1;7000.0;80.0;7000.0;80.0
CHEMBL5424814;CCOC(=O)CNc1ncnc2sc3c(c12)CCCC3;;110.0;;110.0
CHEMBL5425523;COc1ccc(C=NNC(=O)CNc2ncnc3sc4c(c23)CCCC4)cc1;;2980.0;;2980.0
CHEMBL5426167;CCOC(=O)CC(=O)Nc1[nH]nc(N)c1/N=N/c1ccc(O)cc1;;124640.0;;124640.0
CHEMBL5428573;CC(=O)NCCc1ccc(NC(=O)c2ccc(O)c(O)c2)c(O)c1;;6860.0;;6860.0
CHEMBL5430086;Nc1n[nH]c(N=c2c(=O)c3ccccc3c2=O)c1/N=N/c1ccc(O)cc1;;61440.0;;61440.0
CHEMBL5430378;Nc1c(C(=O)N/N=C/c2ccc(O)cc2)cnn1-c1ccc(S(N)(=O)=O)cc1;12500.0;60.0;12500.0;60.0
CHEMBL5431270;Nc1c(C(=O)N/N=C/c2ccc(Cl)cc2)cnn1-c1ccc(S(N)(=O)=O)cc1;8000.0;90.0;8000.0;90.0
CHEMBL5431461;N#Cc1c(-c2ccccc2Cl)nc2c(/N=N/c3ccc(O)cc3)c(N)nn2c1N;;84830.0;;84830.0
CHEMBL54326;Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C;14600.0;5.006;14600.0;5.006
CHEMBL54327;Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl;16500.0;3.01;16500.0;3.01
CHEMBL5432941;COc1ccc(/C=C/C(=O)c2nn(-c3ccc(Br)cc3)c(C)c2C(=O)/C=C/c2ccc(OC)cc2)cc1;;700.0;;700.0
CHEMBL5433854;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1cccc(Cl)c1;;650.0;;650.0
CHEMBL5434060;O=C(CNc1ncnc2sc3c(c12)CCCC3)NN=Cc1cccs1;;920.0;;920.0
CHEMBL54370;Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1;17000.0;3.9905;17000.0;3.9905
CHEMBL5437146;NNC(=O)CNc1ncnc2sc3c(c12)CCCC3;;210.0;;210.0
CHEMBL5440465;Cc1cc(C)n2nc(N)c(/N=N/c3ccc(O)cc3)c2n1;;46330.0;;46330.0
CHEMBL54412;NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1;9266.27;16.98;9266.27;16.986666666666668
CHEMBL54619;Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)nc1;;330.0;;330.0
CHEMBL54649;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F;;20.945;;20.945
CHEMBL54746;CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1;;339.41999999999996;;339.41999999999996
CHEMBL54909;COc1cc2ccc(=O)oc2c(O)c1O;524000.0;;524000.0;
CHEMBL549393;CCCCNc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1;;1.3;;1.3
CHEMBL54945;CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1;;239.94;;239.94
CHEMBL550069;CS(=O)(=O)c1ccc(-c2cnc(CC3CCCCC3)nc2-c2ccc(F)cc2)cc1;2969.0;12.0;2969.0;12.0
CHEMBL550126;CCCCOc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1;;21.5;;21.5
CHEMBL550473;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCC3CCCCC3)n2)cc1;;29.0;;29.0
CHEMBL550537;CC(C)(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1;52000.0;33.0;52000.0;33.0
CHEMBL55072;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1F;22500.0;12.940000000000001;22500.0;12.940000000000001
CHEMBL550737;Cc1cccc(Oc2nc(-c3ccc(S(C)(=O)=O)cc3)cc(C(F)(F)F)n2)c1;4357.0;;4357.0;
CHEMBL551017;CC(C)Oc1nc(-c2ccc(S(C)(=O)=O)cc2)cc(C(F)(F)F)n1;52556.0;63.0;52556.0;63.0
CHEMBL551148;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)cc1;;3.64;;3.64
CHEMBL551418;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCC3)n2)cc1;4038.0;;4038.0;
CHEMBL551419;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCC3CCCC3)n2)cc1;69000.0;22.0;69000.0;22.0
CHEMBL551829;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccccc3)n2)cc1;;0.25;;0.25
CHEMBL55188;CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1;;141.25;;140.83333333333334
CHEMBL552081;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCC3)n2)cc1;1860.0;;1860.0;
CHEMBL552082;CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OC3CCCCCCC3)n2)cc1;3000.0;;3000.0;
CHEMBL552145;CS(=O)(=O)c1ccc(-c2cnc(CCc3ccccc3)nc2-c2ccc(F)cc2)cc1;29371.0;5263.0;29371.0;5263.0
CHEMBL5523416;Oc1cccc(N2[C@@H]3CC[C@H]2CN(CCCc2ccccc2)C3)c1;480.0;1060.0;480.0;1060.0
CHEMBL553088;CS(=O)(=O)c1ccc(-c2cc(N)sc2-c2ccc(F)cc2)cc1.Cl;;3000.0;;3000.0
CHEMBL5532578;COc1ccc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)cc1OC;;1522.0;;1522.0
CHEMBL5532591;Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)Nc1ccc(-c2ccccc2)cc1;;529.0;;529.0
CHEMBL55348;COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl;18900.0;12.940000000000001;18900.0;12.940000000000001
