ID,SMILES,PriceMol,tPSA,RotB,LogP,MW,HBD,HBA,MR,HvyAtm,Atoms,Rings,CAtm,HetAtm
A62C39S,Cn1cc(/C=C2\N=C(c3cccnc3)SC2=O)c2ccccc21,170.10325999999998,72.55000000000001,2,3.634400000000002,319.38900000000007,0,4,94.26800000000001,23,23,4,18,5
A62C29S,Cn1cc(/C=C2\N=C(c3ccco3)SC2=O)c2ccccc21,178.48091999999997,72.80000000000001,2,3.8324000000000025,308.362,0,4,88.73900000000002,22,22,4,17,5
A62C20S,Cn1cc(/C=C2\N=C(c3cccs3)SC2=O)c2ccccc21,172.42212,87.9,2,4.300900000000003,324.43000000000006,0,4,94.35000000000001,22,22,4,17,5
A62C14S,Cn1cc(/C=C2\N=C(c3ccnc4ccccc34)SC2=O)c2ccccc21,882.35144,72.55000000000001,2,4.787600000000004,369.4490000000001,0,4,111.77400000000003,27,27,5,22,5
A62C21S,Cn1cc(/C=C2\N=C(c3ccncc3)SC2=O)c2ccccc21,170.10325999999998,72.55000000000001,2,3.634400000000002,319.38900000000007,0,4,94.26800000000001,23,23,4,18,5
A62C19S,Cn1cc(/C=C2\N=C(c3ccsc3)SC2=O)c2ccccc21,183.9558,87.9,2,4.300900000000003,324.43000000000006,0,4,94.35000000000001,22,22,4,17,5
A62C3S,Cn1cc(/C=C2\N=C(c3cnc4ccccc4c3)SC2=O)c2ccccc21,277.98465,72.55000000000001,2,4.787600000000003,369.4490000000001,0,4,111.77400000000003,27,27,5,22,5
A67C15S,Cn1cccc1/C=C1N=C(/C=C/c2c[nH]cn2)SC\1=O,781.4772399999998,88.34,3,2.4744,284.34400000000005,1,4,81.04470000000002,20,20,3,14,6
A67C11S,Cn1cccc1/C=C1\N=C(C(C)(C)C)SC1=O,262.14181999999994,59.660000000000004,1,3.0840000000000014,248.35099999999997,0,3,72.87800000000003,17,17,2,13,4
A67C43S,Cn1cccc1/C=C1\N=C(C(F)(F)F)SC1=O,6885.79704,59.660000000000004,1,2.600200000000001,260.23999999999995,0,3,59.47800000000001,17,17,2,10,7
A67C37S,Cn1cccc1/C=C1\N=C(C23CC4CC(CC(C4)C2)C3)SC1=O,303.48166999999995,59.660000000000004,2,4.254300000000004,326.46500000000003,0,3,94.02800000000005,23,23,6,19,4
A67C18S,Cn1cccc1/C=C1\N=C(CNC(=O)C(F)(F)F)SC1=O,369.1272399999999,88.75999999999999,3,1.7163999999999997,317.29200000000003,1,4,72.4877,21,21,2,12,9
A67C38S,Cn1cccc1/C=C1\N=C(CNC(=O)c2ccccc2)SC1=O,329.83263999999997,88.75999999999999,4,2.4679,325.39300000000003,1,4,92.19820000000004,23,23,3,17,6
A67C23S,Cn1cccc1/C=C1\N=C(Cc2ccc(Br)cc2)SC1=O,314.0818,59.660000000000004,3,4.043100000000003,361.26400000000007,0,3,91.26900000000003,21,21,3,16,5
A67C30S,Cn1cccc1/C=C1\N=C(Cc2ccc(F)cc2)SC1=O,286.06503999999995,59.660000000000004,3,3.4197000000000024,300.358,0,3,83.52700000000003,21,21,3,16,5
A67C22S,Cn1cccc1/C=C1\N=C(c2c(Br)cccc2Br)SC1=O,5141.66464,59.660000000000004,2,4.611200000000002,426.13300000000004,0,3,94.36700000000003,21,21,3,15,6
A67C24S,Cn1cccc1/C=C1\N=C(c2c(F)cccc2Br)SC1=O,414.45883,59.660000000000004,2,3.987800000000002,365.22700000000003,0,3,86.62500000000003,21,21,3,15,6
A67C41S,Cn1cccc1/C=C1\N=C(c2cc(Br)cc(Br)c2)SC1=O,366.31474,59.660000000000004,2,4.611200000000002,426.13300000000004,0,3,94.36700000000002,21,21,3,15,6
A67C6S,Cn1cccc1/C=C1\N=C(c2ccc(Cl)s2)SC1=O,289.95525999999995,87.9,2,3.8011000000000017,308.81500000000005,0,4,81.85400000000003,19,19,3,13,6
A67C9S,Cn1cccc1/C=C1\N=C(c2ccc[nH]2)SC1=O,281.82063999999997,75.44999999999999,2,2.4143,257.31800000000004,1,3,73.31770000000002,18,18,3,13,5
A67C8S,Cn1cccc1/C=C1\N=C(c2cccc(Cl)c2)SC1=O,287.18192,59.660000000000004,2,3.739600000000002,302.78600000000006,0,3,83.97700000000003,20,20,3,15,5
A67C10S,Cn1cccc1/C=C1\N=C(c2ccccc2)SC1=O,271.33721999999995,59.660000000000004,2,3.0862000000000016,268.341,0,3,78.96700000000004,19,19,3,15,4
A67C27S,Cn1cccc1/C=C1\N=C(c2ccccn2)SC1=O,293.95167999999995,72.55000000000001,2,2.4812000000000003,269.329,0,4,76.76200000000003,19,19,3,14,5
A67C34S,Cn1cccc1/C=C1\N=C(c2cccn2C)SC1=O,775.7295999999999,64.59,2,2.4247000000000005,271.345,0,3,77.93800000000003,19,19,3,14,5
A67C39S,Cn1cccc1/C=C1\N=C(c2cccnc2)SC1=O,271.7917,72.55000000000001,2,2.4812000000000003,269.329,0,4,76.76200000000003,19,19,3,14,5
A67C29S,Cn1cccc1/C=C1\N=C(c2ccco2)SC1=O,280.16936,72.80000000000001,2,2.6792000000000007,258.302,0,4,71.23300000000002,18,18,3,13,5
A67C20S,Cn1cccc1/C=C1\N=C(c2cccs2)SC1=O,274.11055999999996,87.9,2,3.147700000000002,274.37000000000006,0,4,76.84400000000004,18,18,3,13,5
A67C14S,Cn1cccc1/C=C1\N=C(c2ccnc3ccccc23)SC1=O,984.03988,72.55000000000001,2,3.634400000000002,319.38900000000007,0,4,94.26800000000004,23,23,4,18,5
A67C21S,Cn1cccc1/C=C1\N=C(c2ccncc2)SC1=O,271.7917,72.55000000000001,2,2.4812000000000003,269.329,0,4,76.76200000000003,19,19,3,14,5
A67C19S,Cn1cccc1/C=C1\N=C(c2ccsc2)SC1=O,285.64423999999997,87.9,2,3.1477000000000013,274.37000000000006,0,4,76.84400000000004,18,18,3,13,5
A67C3S,Cn1cccc1/C=C1\N=C(c2cnc3ccccc3c2)SC1=O,379.67308999999995,72.55000000000001,2,3.634400000000002,319.38900000000007,0,4,94.26800000000003,23,23,4,18,5
A50C34S,Cn1cccc1C1=N/C(=C\C2CCCCC2)C(=O)S1,651.3327999999999,59.66,2,3.5093000000000023,274.38899999999995,0,3,79.20600000000003,19,19,3,15,4
A64C34S,Cn1cccc1C1=N/C(=C\C=C\c2ccccc2)C(=O)S1,631.36348,59.66,3,3.642400000000002,294.3790000000001,0,3,88.10700000000003,21,21,3,17,4
A7C34S,Cn1cccc1C1=N/C(=C\c2c(F)cccc2F)C(=O)S1,651.56824,59.66,2,3.3644000000000016,304.321,0,3,78.88300000000001,21,21,3,15,6
A38C34S,Cn1cccc1C1=N/C(=C\c2cc(Br)cc(Br)c2)C(=O)S1,1620.95464,59.66,2,4.611200000000002,426.1330000000001,0,3,94.36700000000002,21,21,3,15,6
A94C34S,Cn1cccc1C1=N/C(=C\c2cc(Cl)cc(Cl)c2)C(=O)S1,682.57792,59.66,2,4.3930000000000025,337.23100000000005,0,3,88.98700000000002,21,21,3,15,6
A61C34S,Cn1cccc1C1=N/C(=C\c2cc(Cl)ccc2Cl)C(=O)S1,651.0754,59.66,2,4.3930000000000025,337.23100000000005,0,3,88.98700000000002,21,21,3,15,6
A73C34S,Cn1cccc1C1=N/C(=C\c2cc(F)cc(F)c2)C(=O)S1,640.1999199999999,59.66,2,3.3644000000000016,304.321,0,3,78.88300000000001,21,21,3,15,6
A44C34S,Cn1cccc1C1=N/C(=C\c2cc(F)ccc2F)C(=O)S1,658.6734399999999,59.66,2,3.3644000000000016,304.321,0,3,78.88300000000001,21,21,3,15,6
